incident_id,comment_seq,comment_div,comment_by,comment_date,comment
SMPL-001790,1,発信者へ差戻し,DWHUser0053,2024/4/4,XXXX
SMPL-001790,2,再質問,通常User0927,2024/4/5,XXXX
SMPL-001790,3,中間回答,DWHUser0053,2024/4/5,XXXX
SMPL-001790,4,再質問,通常User0927,2024/4/5,XXXX
SMPL-001790,5,発信者へ差戻し,DWHUser0053,2024/4/8,XXXX
SMPL-001790,6,回答承認,通常User0927,2024/4/8,XXXX
SMPL-001792,0,新規登録,通常User0478,2024/4/5,XXXX
SMPL-001792,1,再質問,通常User0469,2024/4/5,XXXX
SMPL-001792,2,発信者へ差戻し,DWHUser0061,2024/4/5,XXXX
SMPL-001792,3,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,0,新規登録,通常User0478,2024/4/5,XXXX
SMPL-001797,1,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,2,発信者へ差戻し,DWHUser0061,2024/4/5,XXXX
SMPL-001797,3,再質問,通常User0469,2024/4/5,XXXX
SMPL-001797,4,再質問,通常User0674,2024/4/9,XXXX
SMPL-001797,5,発信者へ差戻し,DWHUser0061,2024/4/9,XXXX
SMPL-001797,6,再質問,通常User0469,2024/4/9,XXXX
SMPL-001797,7,発信者へ差戻し,通常User0641,2024/4/11,XXXX
SMPL-001797,8,回答承認,通常User0469,2024/4/18,XXXX
SMPL-001804,0,新規登録,通常User0935,2024/4/1,XXXX
SMPL-001804,1,着手報告回答,通常User0936,2024/4/1,XXXX
SMPL-001804,2,中間回答,通常User0937,2024/4/3,XXXX
SMPL-001804,3,再質問,通常User0938,2024/4/3,XXXX
SMPL-001804,4,発信者へ差戻し,通常User0937,2024/4/5,XXXX
SMPL-001804,5,再質問,通常User0938,2024/4/10,XXXX
SMPL-001804,6,中間回答,通常User0937,2024/4/10,XXXX
SMPL-001804,7,発信者へ差戻し,通常User0937,2024/4/11,XXXX
SMPL-001804,8,再質問,通常User0938,2024/4/11,XXXX
SMPL-001804,9,発信者へ差戻し,通常User0663,2024/4/19,XXXX
SMPL-001804,10,再質問,通常User0938,2024/4/19,XXXX
SMPL-001804,11,中間回答,通常User0663,2024/4/19,XXXX
SMPL-001804,12,発信者へ差戻し,通常User0663,2024/4/23,XXXX
SMPL-001804,13,発信者へ差戻し,通常User0937,2024/4/25,XXXX
SMPL-001804,14,再質問,通常User0938,2024/4/25,XXXX
SMPL-001804,15,発信者へ差戻し,通常User0937,2024/4/26,XXXX
SMPL-001804,16,回答承認,通常User0938,2024/6/20,XXXX
SMPL-001804,17,クローズ,通常User0937,2024/6/20,XXXX
SMPL-001808,0,新規登録,通常User0939,2024/4/15,XXXX
SMPL-001808,1,発信者へ差戻し,DWHUser0053,2024/4/15,XXXX
SMPL-001808,2,再質問,通常User0176,2024/4/16,XXXX
SMPL-001808,3,発信者へ差戻し,DWHUser0053,2024/4/17,XXXX
SMPL-001808,4,再質問,通常User0176,2024/4/17,XXXX
SMPL-001808,5,発信者へ差戻し,DWHUser0053,2024/4/17,XXXX
SMPL-001808,6,回答承認,通常User0176,2024/4/17,XXXX
SMPL-001818,0,新規登録,通常User0800,2024/4/23,XXXX
SMPL-001818,1,発信者へ差戻し,DWHUser0061,2024/4/23,XXXX
SMPL-001818,2,再質問,通常User0801,2024/4/24,XXXX
SMPL-001818,3,発信者へ差戻し,DWHUser0061,2024/4/24,XXXX
SMPL-001818,4,回答承認,通常User0801,2024/5/21,XXXX
SMPL-001822,0,新規登録,通常User0786,2024/5/7,XXXX
SMPL-001822,1,発信者へ差戻し,DWHUser0061,2024/5/8,XXXX
SMPL-001822,2,再質問,通常User0787,2024/5/8,XXXX
SMPL-001822,3,発信者へ差戻し,DWHUser0061,2024/5/8,XXXX
SMPL-001822,4,再質問,通常User0787,2024/5/9,XXXX
SMPL-001822,5,発信者へ差戻し,DWHUser0061,2024/5/10,XXXX
SMPL-001822,6,再質問,通常User0787,2024/6/10,XXXX
SMPL-001822,7,発信者へ差戻し,DWHUser0061,2024/6/11,XXXX
SMPL-001822,8,再質問,通常User0370,2024/6/17,XXXX
SMPL-001822,9,発信者へ差戻し,DWHUser0061,2024/6/18,XXXX
SMPL-001822,10,再質問,通常User0370,2024/6/19,XXXX
SMPL-001822,11,発信者へ差戻し,DWHUser0061,2024/6/19,XXXX
SMPL-001822,12,回答承認,通常User0787,2024/6/20,XXXX
SMPL-001833,0,新規登録,通常User0944,2024/5/17,XXXX
SMPL-001833,1,着手報告回答,通常User0557,2024/5/17,XXXX
SMPL-001833,2,資料採取依頼,通常User0689,2024/5/17,XXXX
SMPL-001833,3,再質問,通常User0945,2024/5/17,XXXX
SMPL-001833,4,発信者へ差戻し,DWHUser0053,2024/5/20,XXXX
SMPL-001833,5,回答承認,通常User0945,2024/5/20,XXXX
SMPL-001836,0,新規登録,通常User0900,2024/5/24,XXXX
SMPL-001836,1,発信者へ差戻し,DWHUser0061,2024/5/24,XXXX
SMPL-001836,2,回答承認,通常User0946,2024/5/30,XXXX
SMPL-001837,0,新規登録,通常User0375,2024/5/24,XXXX
SMPL-001837,1,着手報告回答,通常User0557,2024/5/24,XXXX
SMPL-001837,2,発信者へ差戻し,DWHUser0047,2024/5/27,XXXX
SMPL-001837,3,再質問,通常User0376,2024/5/28,XXXX
SMPL-001837,4,発信者へ差戻し,DWHUser0047,2024/5/28,XXXX
SMPL-001837,5,再質問,通常User0376,2024/5/30,XXXX
SMPL-001837,6,発信者へ差戻し,DWHUser0047,2024/5/31,XXXX
SMPL-001837,7,回答承認,通常User0376,2024/6/5,XXXX
SMPL-001846,0,新規登録,通常User0224,2024/6/3,XXXX
SMPL-001846,1,発信者へ差戻し,DWHUser0047,2024/6/3,XXXX
SMPL-001846,2,再質問,通常User0225,2024/6/3,XXXX
SMPL-001846,3,発信者へ差戻し,DWHUser0047,2024/6/3,XXXX
SMPL-001846,4,再質問,通常User0225,2024/6/3,XXXX
SMPL-001846,5,発信者へ差戻し,DWHUser0047,2024/6/3,XXXX
SMPL-001846,6,再質問,通常User0225,2024/6/4,XXXX
SMPL-001846,7,発信者へ差戻し,DWHUser0047,2024/6/4,XXXX
SMPL-001846,8,再質問,通常User0225,2024/6/4,XXXX
SMPL-001846,9,発信者へ差戻し,DWHUser0047,2024/6/4,XXXX
SMPL-001846,10,再質問,通常User0225,2024/6/6,XXXX
SMPL-001846,11,発信者へ差戻し,DWHUser0047,2024/6/6,XXXX
SMPL-001846,12,再質問,通常User0225,2024/6/6,XXXX
SMPL-001846,13,発信者へ差戻し,DWHUser0047,2024/6/6,XXXX
SMPL-001846,14,再質問,通常User0225,2024/6/10,XXXX
SMPL-001846,15,発信者へ差戻し,DWHUser0047,2024/6/10,XXXX
SMPL-001846,16,再質問,通常User0225,2024/6/10,XXXX
SMPL-001846,17,発信者へ差戻し,DWHUser0047,2024/6/10,XXXX
SMPL-001846,18,再質問,通常User0225,2024/6/10,XXXX
SMPL-001846,19,発信者へ差戻し,DWHUser0047,2024/6/10,XXXX
SMPL-001846,20,再質問,通常User0225,2024/6/10,XXXX
SMPL-001846,21,発信者へ差戻し,DWHUser0047,2024/6/10,XXXX
SMPL-001846,22,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001846,23,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001850,0,新規登録,通常User0354,2024/6/5,XXXX
SMPL-001850,1,発信者へ差戻し,DWHUser0061,2024/6/5,XXXX
SMPL-001850,2,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001850,3,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001856,0,新規登録,通常User0955,2024/6/4,XXXX
SMPL-001856,1,完了回答,通常User0593,2024/6/4,XXXX
SMPL-001856,2,再質問,通常User0956,2024/6/6,XXXX
SMPL-001856,3,中間回答,通常User0593,2024/6/6,XXXX
SMPL-001859,0,新規登録,通常User0518,2024/6/10,XXXX
SMPL-001859,1,発信者へ差戻し,DWHUser0047,2024/6/10,XXXX
SMPL-001859,2,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001859,3,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001862,0,新規登録,通常User0713,2024/6/11,XXXX
SMPL-001862,1,着手報告回答,通常User0557,2024/6/11,XXXX
SMPL-001862,2,発信者へ差戻し,DWHUser0061,2024/6/12,XXXX
SMPL-001862,3,再質問,通常User0627,2024/6/12,XXXX
SMPL-001862,4,発信者へ差戻し,DWHUser0061,2024/6/12,XXXX
SMPL-001862,5,再質問,通常User0627,2024/6/12,XXXX
SMPL-001862,6,発信者へ差戻し,DWHUser0061,2024/6/12,XXXX
SMPL-001862,7,発信者へ差戻し,DWHUser0799,2024/7/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年7月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001862,8,クローズ,DWHUser0799,2024/7/30,お世話になっております。期限の2024年7月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001863,0,新規登録,通常User0955,2024/6/4,XXXX
SMPL-001863,1,完了回答,通常User0593,2024/6/4,XXXX
SMPL-001863,2,再質問,通常User0956,2024/6/6,XXXX
SMPL-001863,3,中間回答,通常User0593,2024/6/6,XXXX
SMPL-001863,4,発信者へ差戻し,DWHUser0053,2024/6/11,XXXX
SMPL-001863,5,再質問,通常User0956,2024/6/14,XXXX
SMPL-001863,6,クローズ,DWHUser0053,2024/6/14,XXXX
SMPL-001865,0,新規登録,通常User0198,2024/6/14,XXXX
SMPL-001865,1,着手報告回答,通常User0557,2024/6/14,XXXX
SMPL-001874,0,新規登録,通常User0804,2024/6/18,XXXX
SMPL-001874,1,発信者へ差戻し,DWHUser0061,2024/6/19,XXXX
SMPL-001874,2,再質問,通常User0805,2024/6/19,XXXX
SMPL-001874,3,発信者へ差戻し,DWHUser0061,2024/6/21,XXXX
SMPL-001874,4,再質問,通常User0805,2024/6/24,XXXX
SMPL-001874,5,発信者へ差戻し,DWHUser0061,2024/7/3,XXXX
SMPL-001874,6,発信者へ差戻し,DWHUser0061,2024/9/5,XXXX
SMPL-001874,7,発信者へ差戻し,DWHUser0799,2024/10/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年10月30日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001874,8,クローズ,DWHUser0799,2024/10/31,お世話になっております。期限の2024年10月30日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001875,0,新規登録,通常User0377,2024/6/19,XXXX
SMPL-001883,0,新規登録,通常User0786,2024/6/26,XXXX
SMPL-001883,1,着手報告回答,通常User0557,2024/6/26,XXXX
SMPL-001883,2,発信者へ差戻し,DWHUser0061,2024/6/27,XXXX
SMPL-001883,3,再質問,通常User0787,2024/6/27,XXXX
SMPL-001883,4,発信者へ差戻し,DWHUser0061,2024/6/28,XXXX
SMPL-001883,5,回答承認,通常User0787,2024/7/5,XXXX
SMPL-001892,0,新規登録,通常User0609,2024/7/5,XXXX
SMPL-001892,1,着手報告回答,通常User0557,2024/7/8,XXXX
SMPL-001892,2,発信者へ差戻し,DWHUser0053,2024/7/8,XXXX
SMPL-001892,3,発信者へ差戻し,DWHUser0799,2024/8/15,XXXX
SMPL-001892,4,再質問,通常User0610,2024/8/15,XXXX
SMPL-001892,5,発信者へ差戻し,DWHUser0053,2024/8/21,XXXX
SMPL-001892,6,再質問,通常User0610,2024/8/26,XXXX
SMPL-001892,7,発信者へ差戻し,DWHUser0053,2024/8/26,XXXX
SMPL-001892,8,回答承認,通常User0610,2024/8/27,XXXX
SMPL-001898,0,新規登録,通常User0625,2024/7/16,XXXX
SMPL-001898,1,発信者へ差戻し,DWHUser0061,2024/7/16,XXXX
SMPL-001898,2,発信者へ差戻し,DWHUser0799,2024/8/15,XXXX
SMPL-001898,3,回答承認,通常User0626,2024/8/19,XXXX
SMPL-001904,0,新規登録,通常User0576,2024/7/19,XXXX
SMPL-001904,1,中間回答,DWHUser0061,2024/7/22,XXXX
SMPL-001904,2,再質問,通常User0577,2024/7/22,XXXX
SMPL-001904,3,発信者へ差戻し,DWHUser0061,2024/7/25,XXXX
SMPL-001904,4,発信者へ差戻し,DWHUser0061,2024/8/1,XXXX
SMPL-001904,5,回答承認,通常User0577,2024/8/1,XXXX
SMPL-001904,6,発信者へ差戻し,DWHUser0061,2024/8/7,XXXX
SMPL-001904,7,中間回答,DWHUser0061,2024/8/8,XXXX
SMPL-001904,8,再質問,通常User0577,2024/8/8,XXXX
SMPL-001904,9,発信者へ差戻し,DWHUser0061,2024/8/26,XXXX
SMPL-001904,10,発信者へ差戻し,DWHUser0799,2024/10/23,XXXX
SMPL-001904,11,回答承認,通常User0577,2024/10/24,XXXX
SMPL-001918,0,新規登録,通常User0138,2024/7/30,XXXX
SMPL-001918,1,再質問,通常User0139,2024/7/30,XXXX
SMPL-001918,2,発信者へ差戻し,DWHUser0061,2024/7/30,XXXX
SMPL-001918,3,回答承認,通常User0139,2024/8/23,XXXX
SMPL-001921,0,新規登録,通常User0977,2024/8/1,XXXX
SMPL-001921,1,発信者へ差戻し,DWHUser0061,2024/8/2,XXXX
SMPL-001921,2,発信者へ差戻し,DWHUser0061,2024/8/2,XXXX
SMPL-001921,3,再質問,通常User0978,2024/8/8,XXXX
SMPL-001921,4,発信者へ差戻し,DWHUser0061,2024/8/19,XXXX
SMPL-001921,5,再質問,通常User0978,2024/8/28,XXXX
SMPL-001921,6,発信者へ差戻し,DWHUser0061,2024/8/30,XXXX
SMPL-001921,7,再質問,通常User0978,2024/8/30,XXXX
SMPL-001921,8,発信者へ差戻し,DWHUser0061,2024/9/3,XXXX
SMPL-001921,9,回答承認,通常User0978,2024/9/9,XXXX
SMPL-001926,0,新規登録,通常User0243,2024/8/5,XXXX
SMPL-001926,1,発信者へ差戻し,DWHUser0061,2024/8/6,XXXX
SMPL-001926,2,再質問,通常User0244,2024/8/6,XXXX
SMPL-001926,3,発信者へ差戻し,DWHUser0061,2024/8/6,XXXX
SMPL-001926,4,再質問,通常User0244,2024/8/6,XXXX
SMPL-001926,5,発信者へ差戻し,DWHUser0061,2024/8/7,XXXX
SMPL-001926,6,回答承認,通常User0244,2024/10/18,XXXX
SMPL-001932,0,新規登録,通常User0243,2024/8/14,XXXX
SMPL-001932,1,発信者へ差戻し,DWHUser0053,2024/8/14,XXXX
SMPL-001932,2,発信者へ差戻し,DWHUser0799,2024/9/17,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年9月29日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001932,3,クローズ,DWHUser0799,2024/10/1,お世話になっております。期限の2024年9月29日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001937,0,新規登録,通常User0737,2024/8/16,XXXX
SMPL-001937,1,発信者へ差戻し,DWHUser0053,2024/8/19,XXXX
SMPL-001937,2,再質問,通常User0738,2024/8/19,XXXX
SMPL-001938,0,新規登録,通常User0578,2024/8/9,XXXX
SMPL-001938,1,着手報告回答,通常User0241,2024/8/19,XXXX
SMPL-001938,2,発信者へ差戻し,DWHUser0061,2024/8/19,XXXX
SMPL-001938,3,再質問,通常User0579,2024/8/30,XXXX
SMPL-001938,4,クローズ,DWHUser0061,2024/8/30,XXXX
SMPL-001945,0,新規登録,通常User0737,2024/8/16,XXXX
SMPL-001945,1,発信者へ差戻し,DWHUser0053,2024/8/19,XXXX
SMPL-001945,2,再質問,通常User0738,2024/8/19,XXXX
SMPL-001945,3,発信者へ差戻し,DWHUser0053,2024/8/20,XXXX
SMPL-001945,4,回答承認,通常User0738,2024/8/21,XXXX
SMPL-001949,0,新規登録,通常User0804,2024/8/21,XXXX
SMPL-001949,1,再質問,通常User0805,2024/8/26,XXXX
SMPL-001949,2,発信者へ差戻し,DWHUser0061,2024/8/26,XXXX
SMPL-001949,3,再質問,通常User0805,2024/8/26,XXXX
SMPL-001949,4,発信者へ差戻し,DWHUser0061,2024/8/26,XXXX
SMPL-001949,5,発信者へ差戻し,DWHUser0799,2024/10/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年10月30日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001949,6,クローズ,DWHUser0799,2024/10/31,お世話になっております。期限の2024年10月30日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001950,0,新規登録,通常User0363,2024/8/16,XXXX
SMPL-001950,1,着手報告回答,通常User0241,2024/8/19,XXXX
SMPL-001950,2,発信者へ差戻し,通常User0241,2024/8/19,XXXX
SMPL-001950,3,再質問,通常User0364,2024/8/19,XXXX
SMPL-001950,4,再質問,通常User0364,2024/8/19,XXXX
SMPL-001950,5,再質問,通常User0364,2024/8/20,XXXX
SMPL-001950,6,発信者へ差戻し,通常User0241,2024/8/20,XXXX
SMPL-001950,7,再質問,通常User0364,2024/8/20,XXXX
SMPL-001950,8,発信者へ差戻し,DWHUser0047,2024/8/22,XXXX
SMPL-001950,9,発信者へ差戻し,DWHUser0799,2024/10/23,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年10月30日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
SMPL-001950,10,クローズ,DWHUser0799,2024/10/31,お世話になっております。期限の2024年10月30日を過ぎましたが、ご連絡がありませんでしたので誠に勝手ながら本件はクローズさせていただきます。問題が解決していない場合には、お手数ですが新規QA登録をお願い致します。
SMPL-001953,0,新規登録,通常User0962,2024/8/23,XXXX
SMPL-001953,1,着手報告回答,通常User0542,2024/8/23,XXXX
SMPL-001956,0,新規登録,通常User0243,2024/8/26,XXXX
SMPL-001956,1,発信者へ差戻し,DWHUser0061,2024/8/26,XXXX
SMPL-001956,2,再質問,通常User0244,2024/8/27,XXXX
SMPL-001956,3,発信者へ差戻し,DWHUser0061,2024/8/27,XXXX
SMPL-001956,4,再質問,通常User0244,2024/8/27,XXXX
SMPL-001956,5,再質問,通常User0244,2024/8/28,XXXX
SMPL-001956,6,中間回答,DWHUser0061,2024/8/28,XXXX
SMPL-001956,7,再質問,通常User0244,2024/8/28,XXXX
SMPL-001956,8,発信者へ差戻し,DWHUser0061,2024/8/29,XXXX
SMPL-001956,9,再質問,通常User0244,2024/8/29,XXXX
SMPL-001956,10,発信者へ差戻し,DWHUser0061,2024/8/30,XXXX
SMPL-001956,11,発信者へ差戻し,DWHUser0061,2024/9/2,XXXX
SMPL-001956,12,回答承認,通常User0244,2024/10/18,XXXX
SMPL-001961,0,新規登録,通常User0989,2024/8/29,XXXX
SMPL-001961,1,発信者へ差戻し,DWHUser0061,2024/9/3,XXXX
SMPL-001961,2,回答承認,通常User0990,2024/9/26,XXXX
SMPL-001966,0,新規登録,通常User0821,2024/8/27,XXXX
SMPL-001966,1,着手報告回答,通常User0557,2024/8/27,XXXX
SMPL-001966,2,中間回答,通常User0241,2024/8/30,XXXX
SMPL-001966,3,発信者へ差戻し,DWHUser0053,2024/9/2,XXXX
SMPL-001966,4,再質問,通常User0822,2024/9/2,XXXX
SMPL-001973,0,新規登録,通常User0713,2024/9/4,XXXX
SMPL-001973,1,発信者へ差戻し,DWHUser0061,2024/9/5,XXXX
SMPL-001973,2,再質問,通常User0424,2024/10/3,XXXX
SMPL-001973,3,再質問,通常User0424,2024/10/3,XXXX
SMPL-001973,4,再質問,通常User0424,2024/10/3,XXXX
SMPL-001973,5,再質問,通常User0424,2024/10/4,XXXX
SMPL-001973,6,発信者へ差戻し,DWHUser0061,2024/10/4,XXXX
SMPL-001973,7,再質問,通常User0424,2024/10/18,XXXX
SMPL-001973,8,再質問,通常User0424,2024/10/21,XXXX
SMPL-001973,9,発信者へ差戻し,DWHUser0061,2024/10/21,XXXX
SMPL-001973,10,再質問,通常User0424,2024/10/21,XXXX
SMPL-001973,11,発信者へ差戻し,DWHUser0061,2024/10/21,XXXX
SMPL-001973,12,再質問,通常User0424,2024/10/21,XXXX
SMPL-001973,13,発信者へ差戻し,DWHUser0061,2024/10/22,XXXX
SMPL-001973,14,再質問,通常User0424,2024/10/22,XXXX
SMPL-001973,15,発信者へ差戻し,DWHUser0061,2024/10/23,XXXX
SMPL-001973,16,発信者へ差戻し,DWHUser0799,2024/12/17,※回答カテゴリ：発信者に差戻し　かつ　更新日：1か月以上　のQAへ連絡。　継続の場合、期限内にコメントをお願いいたします。お世話になっております。その後の状況は如何でしょうか。2024年12月24日までにご連絡がない場合、本QAをクローズさせていただきます。以上、よろしくお願い致します。
